Date,Relative Humidity (%),Solar Radiation (watts/sq meter),Atmosphere Pressure (mb),Wind Speed (m/sec),Wind Direction (degrees),Battery (volts),Air Temperature (°C),ParametersOutOfRange
7/8/2016 19:02,63.68,33.79,1011.706,6.01,251.3,13.21,19.21,
7/8/2016 19:17,65.14,26.08,1011.596,6.107,246.4,13.15,18.9,
7/8/2016 19:32,65.7,13.91,1011.569,5.455,249.1,13.07,18.69,
7/8/2016 19:47,63.83,14.44,1011.572,3.928,224.1,13.03,18.7,
7/8/2016 20:02,66.26,4.12,1011.427,4.058,230.7,12.29,18.54,
7/8/2016 20:17,66.25,0.96,1011.377,4.058,230.7,12.85,18.42,
7/8/2016 20:32,65.76,0.24,1011.339,4.088,227.5,12.89,18.31,
7/8/2016 20:47,66.28,0.13,1011.324,3.052,211.9,12.85,18.33,
7/8/2016 21:02,67.08,0.03,1011.493,2.429,211.5,12.87,18.32,
7/8/2016 21:17,66.68,0.02,1011.642,4.469,203.6,12.8,18.16,
7/8/2016 21:32,72.06,0,1011.718,5.096,200.3,12.87,17.93,
7/8/2016 21:47,73.26,0,1011.607,5.096,200.3,12.94,17.58,
7/8/2016 22:02,74.71,0,1011.625,5.742,202.9,12.93,17.15,
7/8/2016 22:17,78.88,0.01,1011.69,5.344,194.1,12.93,17.09,
7/8/2016 22:32,80.5,0,1011.659,5.076,192,12.93,16.81,
7/8/2016 22:47,80.1,0,1011.761,5.733,185,12.92,16.66,
7/8/2016 23:02,82.3,0.01,1011.861,4.595,189.6,12.92,16.43,
7/8/2016 23:17,82.4,0,1011.899,4.595,189.6,12.91,16.43,
7/8/2016 23:32,79.2,0,1011.848,4.148,194.1,12.91,16.21,
7/8/2016 23:47,80.7,0,1011.978,3.98,201.8,12.91,16.16,
7/9/2016 0:02,81.8,0,1012.226,3.972,205.4,12.21,15.85,
7/9/2016 0:17,84,0.02,1012.035,3.819,209.1,12.76,15.42,
7/9/2016 0:32,85.1,0.01,1012.336,4.056,181.3,12.77,15.68,
7/9/2016 0:47,85.1,0.01,1012.563,4.262,167.9,12.75,15.59,
7/9/2016 1:02,84.4,0.01,1012.766,4.262,167.9,12.74,15.79,
7/9/2016 1:17,82.3,0.01,1012.697,5.039,167.5,12.75,15.78,
7/9/2016 1:32,84.8,0.01,1012.9,4.938,184.4,12.78,15.7,
7/9/2016 1:47,85.7,0.02,1013,3.354,160.2,12.87,15.67,
7/9/2016 2:02,85.4,0,1013.11,3.803,150,12.88,15.63,
7/9/2016 2:17,86.1,0,1013.059,3.184,170.3,12.87,15.72,
7/9/2016 2:32,85.4,0.01,1013.106,3.184,170.3,12.87,15.8,
7/9/2016 2:47,85.1,0.01,1013.227,3.904,155.8,12.86,15.96,
7/9/2016 3:02,82,0.02,1013.276,3.764,166.5,12.86,16.12,
7/9/2016 3:17,80.6,0,1013.265,4.434,187.1,12.85,16.28,
7/9/2016 3:32,78.53,0,1013.292,5.728,202.7,12.85,16.04,
7/9/2016 3:47,81.9,0,1013.295,5.372,203.1,12.85,15.89,
7/9/2016 4:02,80.9,0.27,1013.434,5.372,203.1,12.09,15.73,
7/9/2016 4:17,80.8,0.95,1013.582,4.717,197.6,12.78,15.93,
7/9/2016 4:32,82.9,3.35,1013.756,4.973,189.3,12.77,15.67,
7/9/2016 4:47,83,8.9,1013.834,3.462,217.7,12.77,15.49,
7/9/2016 5:02,82.9,15.39,1013.935,3.092,208.9,12.76,15.53,
7/9/2016 5:17,83.2,17.4,1014.064,4.168,210.9,12.75,15.66,
7/9/2016 5:32,81.3,98.2,1014.019,4.322,203.2,12.85,15.39,
7/9/2016 5:47,80,39.25,1014.009,4.322,203.2,12.95,15.26,
7/9/2016 6:02,81.1,154.3,1014.194,5.707,199.6,13.16,15.49,
7/9/2016 6:17,79.38,87.3,1014.233,5.694,202,13.31,15.48,
7/9/2016 6:32,79.92,176.8,1014.474,6.004,194.5,13.42,15.53,
7/9/2016 6:47,78.95,151.7,1014.619,5.444,179.7,13.42,15.59,
7/9/2016 7:02,79.76,137.1,1014.834,4.757,194,13.43,15.83,
7/9/2016 7:17,78.07,146,1014.941,4.757,194,13.32,16.03,
7/9/2016 7:32,76,161.3,1015.115,6.224,208.5,13.35,15.95,
7/9/2016 7:47,74.94,313,1015.124,6.221,207.4,13.5,15.97,
7/9/2016 8:02,72.61,269.4,1015.185,5.624,214.6,12.75,16.12,
7/9/2016 8:17,73,397.6,1015.164,5.63,209,13.42,16.34,
7/9/2016 8:32,71.52,291,1015.25,5.327,183.9,13.38,16.28,
7/9/2016 8:47,70.03,593.1,1015.224,5.327,183.9,13.62,16.48,
7/9/2016 9:02,67.4,460.2,1015.214,5.656,190.2,13.61,16.53,
7/9/2016 9:17,66.57,523.8,1015.31,5.497,203.8,13.63,16.69,
7/9/2016 9:32,62.65,356.6,1015.255,4.486,192.7,13.22,16.94,
7/9/2016 9:47,63.88,416.3,1015.208,5.897,207,13.61,17.08,
7/9/2016 10:02,61.35,404.9,1015.317,6.058,210.1,13.72,17.14,
7/9/2016 10:17,61.65,310.6,1015.436,4.749,194.2,13.7,17.24,
7/9/2016 10:32,62.34,339.8,1015.389,4.749,194.2,13.76,17.44,
7/9/2016 10:47,63,416,1015.461,5.026,197.7,14.01,17.69,
7/9/2016 11:02,61.63,299.9,1015.5,5.571,199.6,13.73,17.67,
7/9/2016 11:17,60.02,380.8,1015.633,6.832,212.9,13.93,17.61,
7/9/2016 11:32,58.74,914,1015.567,4.94,190,13.82,17.63,
7/9/2016 11:47,57.78,567.4,1015.595,4.811,189.7,13.91,17.89,
7/9/2016 12:02,55.23,491.7,1015.511,4.811,189.7,12.99,18.11,
7/9/2016 12:17,56.3,378,1015.548,5.834,212.2,13.79,18.17,
7/9/2016 12:32,56.19,309.3,1015.648,5.482,208.3,13.92,17.99,
7/9/2016 12:47,55.18,590.2,1015.723,5.418,203.9,13.89,17.93,
7/9/2016 13:02,55.65,875,1015.744,4.32,214.2,13.85,18.16,
7/9/2016 13:17,54.45,496.9,1015.597,4.436,216.7,13.92,18.37,
7/9/2016 13:32,54.96,404.1,1015.724,4.436,216.7,13.23,18.48,
7/9/2016 13:47,54.1,536.5,1015.752,4.693,201.3,13.91,18.6,
7/9/2016 14:02,53.92,927,1015.746,4.413,194.7,13.84,18.86,
7/9/2016 14:17,55,406.3,1015.588,4.143,178.6,13.9,19.13,
7/9/2016 14:32,53.47,388.1,1015.668,3.886,207.5,13.9,19.17,
7/9/2016 14:47,56.61,387.7,1015.554,3.15,252.4,13.88,19.34,
7/9/2016 15:02,52.72,1016,1015.494,4.64,251.2,13.8,19.17,
7/9/2016 15:17,50.61,581,1015.486,4.64,251.2,13.82,19.31,
7/9/2016 15:32,55.43,291.6,1015.433,2.141,256.2,13.84,18.53,
7/9/2016 15:47,58.74,339,1015.438,3.534,269.9,13.92,18.69,
7/9/2016 16:02,55.42,866,1015.291,2.967,281.9,13.1,19.08,
7/9/2016 16:17,52.78,312.5,1015.159,2.748,261.7,13.8,19.05,
7/9/2016 16:32,58.43,311.9,1015.191,2.939,285.5,13.78,19.07,
7/9/2016 16:47,53.79,319.9,1015.052,2.939,285.5,13.85,19.04,
7/9/2016 17:02,55.33,222.1,1014.982,2.31,268.1,13.6,19.2,
7/9/2016 17:17,52.89,224.3,1014.931,2.163,284.2,13.65,19.3,
7/9/2016 17:32,53.99,260.3,1014.891,0.999,291.9,13.04,19.32,
7/9/2016 17:47,52.4,166.5,1014.867,2.244,318.5,13.32,19.25,
7/9/2016 18:02,52.22,141.2,1014.929,1.377,326,13.38,19.26,
7/9/2016 18:17,51.3,119.7,1014.929,1.377,326,13.41,19.22,
7/9/2016 18:32,53.42,39.34,1015.049,1.49,307.6,13.28,19.28,
7/9/2016 18:47,51.7,26.64,1015.076,2.11,270.5,13.17,19.18,
7/9/2016 19:02,54.89,16.08,1015.071,2.321,283.2,13.06,19.16,
7/9/2016 19:17,54.92,12.69,1015.138,4.031,276.2,12.99,19,
7/9/2016 19:32,57.37,6.69,1015.183,3.862,280.9,12.97,18.69,
7/9/2016 19:47,59.66,3.81,1015.111,3.307,284.4,12.95,18.5,
7/9/2016 20:02,59.28,2.14,1015.111,3.307,284.4,12.18,18.27,
7/9/2016 20:17,59.95,0.72,1015.17,3.077,295.6,12.81,18.17,
7/9/2016 20:32,60.62,0.23,1015.401,2.456,293.8,12.83,18.02,
7/9/2016 20:47,61.78,0.02,1015.537,3.574,286.2,12.79,17.85,
7/9/2016 21:02,62.86,0,1015.797,3.309,268.3,12.78,17.61,
7/9/2016 21:17,67.82,0,1015.948,3.702,241.6,12.83,17.19,
7/9/2016 21:32,67.86,0,1015.932,3.702,241.6,12.83,16.99,
7/9/2016 21:47,67.29,0,1015.8,3.808,248.9,12.91,16.94,
7/9/2016 22:02,67.79,0,1015.852,3.087,250.9,12.91,16.98,
7/9/2016 22:17,69.45,0,1015.891,1.672,216.9,12.91,16.82,
7/9/2016 22:32,71.14,0,1015.824,2.07,233.3,12.91,16.5,
7/9/2016 22:47,71.44,0,1015.685,0.536,201.6,12.91,16.3,
7/9/2016 23:02,72.5,0,1015.636,0.536,201.6,12.9,16.38,
7/9/2016 23:17,72.15,0,1015.597,1.057,187.3,12.9,16.27,
7/9/2016 23:32,71.73,0,1015.517,0.134,230.3,12.89,16.4,
7/9/2016 23:47,72.01,0,1015.504,0.53,206,12.89,16.44,
7/10/2016 0:02,72.07,0,1015.392,0.451,353.6,12.07,16.42,
7/10/2016 0:17,75.16,0,1015.396,1.359,15.75,12.75,16.46,
7/10/2016 0:32,74.99,0,1015.322,1.853,26.2,12.73,16.57,
7/10/2016 0:47,72.68,0.01,1015.276,1.853,26.2,12.74,16.4,
7/10/2016 1:02,77.13,0.01,1015.129,1.572,37.27,12.73,16.33,
7/10/2016 1:17,80.9,0,1015.093,2.699,84,12.78,15.97,
7/10/2016 1:32,80.7,0,1015.185,3.313,67.14,12.81,15.85,
7/10/2016 1:47,79.43,0.02,1015.047,2.239,97,12.85,15.71,
7/10/2016 2:02,79.58,0,1014.999,1.344,42.36,12.85,15.76,
7/10/2016 2:17,79.66,0.01,1014.938,1.344,42.36,12.85,15.92,
7/10/2016 2:32,79.54,0,1015.04,1.696,84.7,12.84,15.9,
7/10/2016 2:47,79.75,0.01,1015.075,3.516,108.5,12.84,15.72,
7/10/2016 3:02,78.12,0,1015.121,3.531,105.7,12.83,15.75,
7/10/2016 3:17,78.03,0,1015.102,1.525,42.63,12.83,15.58,
7/10/2016 3:32,78.59,0.01,1015.164,0.875,7.96,12.82,15.67,
7/10/2016 3:47,78.33,0,1015.233,0.875,7.96,12.82,15.64,
7/10/2016 4:02,78.94,0.24,1015.212,0.674,24.15,12.01,15.72,
7/10/2016 6:32,77.22,119.2,1015.898,0.534,47.28,12.99,16,
7/10/2016 6:47,77.03,155.9,1015.885,2.276,308.8,12.99,16.19,
7/10/2016 7:02,73.31,171.4,1016.051,2.276,308.8,13,16.05,
7/10/2016 7:17,73.22,142.5,1016.244,2.351,304.8,13,16.05,
7/10/2016 7:32,72.34,171.3,1016.255,3.082,295.7,13.02,16.18,
7/10/2016 7:47,70.37,210.9,1016.344,2.557,265.4,13.05,16.09,
7/10/2016 8:02,69.65,250,1016.47,3.139,293.6,13.05,16.1,
7/10/2016 8:17,70.33,279.2,1016.456,3.672,287.9,13.08,16.28,
7/10/2016 8:32,69.2,280.8,1016.545,3.551,275.7,13.12,16.23,
7/10/2016 8:47,67.95,296.4,1016.524,3.551,275.7,13.18,16.18,
7/10/2016 9:02,69.17,287.4,1016.467,3.067,253.9,13.21,16.38,
7/10/2016 9:17,68.18,382.5,1016.51,3.048,241,13.25,16.51,
7/10/2016 9:32,69.66,811,1016.514,2.97,226.6,13.29,16.44,
7/10/2016 9:47,69.27,475.2,1016.586,2.946,237,13.61,16.71,
7/10/2016 10:02,67.11,359.7,1016.742,1.826,249.5,13.58,16.73,
7/10/2016 10:17,66.56,465,1016.744,1.826,249.5,13.64,17.11,
7/10/2016 10:32,63.73,867,1016.744,1.576,269.3,13.99,17.2,
7/10/2016 10:47,63.73,635.9,1016.755,1.892,214.4,13.91,17.81,
7/10/2016 11:02,61.82,1036,1016.749,1.12,261.7,14.16,17.77,
7/10/2016 11:17,61.64,934,1016.73,0.667,43.96,14.23,18.17,
7/10/2016 11:32,61.53,498.1,1016.744,1.309,43.78,13.83,17.98,
7/10/2016 11:47,62.45,524.1,1016.835,1.309,43.78,13.78,17.9,
7/10/2016 12:02,61.02,819,1016.83,1.52,349.7,13.88,18.05,
7/10/2016 12:17,61.64,706.3,1016.859,1.737,302.1,13.83,18.18,
7/10/2016 12:32,59.01,480.4,1016.931,1.768,312.8,13.91,18.38,
7/10/2016 12:47,57.64,289.4,1016.823,0.722,326.1,14.06,18.6,
7/10/2016 13:02,58.98,485.2,1016.687,2.065,339.5,13.93,18.65,
7/10/2016 13:17,58.52,375.6,1016.729,1.607,333.1,13.9,18.71,
7/10/2016 13:32,57.54,426.6,1016.615,1.607,333.1,13.96,18.9,
7/10/2016 13:47,55.11,502.7,1016.542,0.941,322,13.85,19.13,
7/10/2016 14:02,55.3,256.8,1016.518,0.609,44.62,13.88,19.31,
7/10/2016 14:17,55.12,193.9,1016.435,0.763,103.1,14.16,19.39,
7/10/2016 14:32,53.79,907,1016.435,0.842,72.5,13.86,19.83,
7/10/2016 14:47,55.13,926,1016.561,1.076,101.1,13.85,19.7,
7/10/2016 15:02,51.21,802,1016.56,1.076,101.1,13.88,19.93,
7/10/2016 15:17,52.59,262.5,1016.509,0.935,83,13.91,20.08,
7/10/2016 15:32,50.46,226.1,1016.544,1.392,122.8,13.85,20.34,
7/10/2016 15:47,48.34,270.2,1016.489,1.089,104,13.92,20.52,
7/10/2016 16:02,49.47,227,1016.507,0.734,145.3,13.85,20.83,
7/10/2016 16:17,44.5,424.8,1016.556,0.822,180,13.86,21.01,
7/10/2016 16:32,59.85,189.3,1016.537,0.822,180,14.11,20.25,
7/10/2016 16:47,62.3,192.3,1016.652,4.001,202.9,14.18,19.79,
7/10/2016 17:02,63.1,192.8,1016.669,6.14,186.9,13.82,19.74,
7/10/2016 17:17,62.01,174.3,1016.628,4.64,184.3,13.89,19.68,
7/10/2016 17:32,60.81,152.7,1016.671,3.701,172.5,13.84,19.77,
7/10/2016 17:47,63.06,142,1016.663,3.495,185.5,13.66,19.77,
7/10/2016 18:02,60.09,368.6,1016.695,3.542,165.1,13.9,19.87,
7/10/2016 18:17,61.01,127.2,1016.781,3.542,165.1,13.64,19.87,
7/10/2016 18:32,60.3,249.3,1016.786,3.691,178.1,13.95,19.96,
7/10/2016 18:47,62.75,185,1016.768,3.571,183.1,13.81,19.92,
7/10/2016 19:02,60.49,32.76,1016.845,4.18,184.7,13.43,19.75,
7/10/2016 19:17,60.48,36.3,1016.939,4.385,173.7,13.35,19.78,
7/10/2016 19:32,63.85,22.53,1017.025,4.619,203.2,13.23,19.66,
7/10/2016 19:47,68.93,10.4,1017.154,4.619,203.2,13.12,19.5,
7/10/2016 20:02,65.86,3.93,1017.21,4.141,201.3,13.04,19.05,
7/10/2016 20:17,69.5,1.23,1017.317,4.16,216.6,13.01,18.76,
7/10/2016 20:32,71.31,0.22,1017.432,5.398,202.3,12.99,18.66,
7/10/2016 20:47,70.37,0.02,1017.617,3.751,212,12.97,18.65,
7/10/2016 21:02,68.63,0.02,1017.635,3.2,190,12.95,18.53,
7/10/2016 21:17,69.8,0.07,1017.649,3.2,190,12.95,18.49,
7/10/2016 21:32,67.31,0.06,1017.771,3.15,191.4,12.95,18.4,
7/10/2016 21:47,67,0.1,1017.755,2.993,183.7,12.94,18.49,
7/10/2016 22:02,65.54,0.07,1017.87,2.49,181.8,12.93,18.48,
7/10/2016 22:17,66.2,0.01,1018.025,3.147,212,12.94,18.45,
7/10/2016 22:32,70.18,0,1018.154,3.202,197.5,12.93,18.3,
7/10/2016 22:47,72.48,0,1018.183,4.637,225.4,12.93,18.22,
7/10/2016 23:02,73.47,0,1018.222,4.637,225.4,12.92,17.72,
7/10/2016 23:17,74.78,0,1018.196,4.465,231.5,12.92,17.44,
7/10/2016 23:32,74.2,0,1018.392,3.523,225.1,12.92,17.18,
7/10/2016 23:47,74.87,0,1018.498,4.663,221.8,12.92,16.79,
7/11/2016 0:02,75.69,0,1018.589,4.587,226.1,12.9,16.35,
7/11/2016 0:17,77.56,0,1018.667,4.876,234.4,12.91,15.94,
7/11/2016 0:32,78.07,0.01,1018.686,4.876,234.4,12.91,15.75,
7/11/2016 0:47,77.82,0,1018.757,4.05,219.5,12.91,15.56,
7/11/2016 1:02,78.18,0,1018.726,3.271,230.4,12.9,15.33,
7/11/2016 1:17,78.79,0,1018.881,2.549,241.6,12.9,15.32,
7/11/2016 1:32,79.35,0,1018.853,5.092,205,12.9,15.03,
7/11/2016 1:47,79.43,0,1018.808,4.332,211.5,12.9,15.02,
7/11/2016 2:02,76.74,0,1018.757,4.332,211.5,12.89,14.92,
7/11/2016 2:17,78.85,0,1018.805,6.172,208.5,12.89,15.17,
7/11/2016 2:32,75.57,0.01,1018.859,5.677,212.2,12.89,14.81,
7/11/2016 2:47,76.1,0,1018.885,4.615,226.5,12.89,14.85,
7/11/2016 3:02,75.81,0,1018.853,2.997,207.8,12.88,14.92,
7/11/2016 3:17,77.22,0.01,1018.861,5.595,173.2,12.89,15.13,
7/11/2016 3:32,77.62,0.01,1018.912,6.076,186.8,12.88,15.1,
7/11/2016 3:47,75.67,0,1018.975,6.076,186.8,12.88,14.9,
7/11/2016 4:02,75.45,0.02,1019.062,5.831,190.5,12.87,14.71,
7/11/2016 4:17,75.44,0.29,1019.087,5.313,151.2,12.87,14.76,
7/11/2016 4:32,75.95,0.9,1019.164,3.643,167.7,12.87,15.01,
7/11/2016 4:47,74.41,2,1019.186,3.906,172.3,12.87,14.97,
7/11/2016 5:02,73.27,6.66,1019.186,5.728,175.6,12.86,15.01,
7/11/2016 5:17,74.24,22.71,1019.092,5.728,175.6,12.88,15.22,
7/11/2016 5:32,73.73,13.59,1019.231,6.158,174.1,12.88,15.04,
7/11/2016 5:47,73.41,33.16,1019.304,5.61,179.4,12.44,15.14,
7/11/2016 6:02,74.2,25.35,1019.336,6.089,199.7,12.79,15.13,
7/11/2016 6:17,74.49,49.21,1019.258,5.903,173.2,12.78,15.24,
7/11/2016 6:32,74.91,29.39,1019.347,6.122,210.7,12.74,15.09,
7/11/2016 6:47,73.06,51.6,1019.349,6.122,210.7,12.7,15.08,
7/11/2016 7:02,72.71,49.25,1019.406,4.886,214.3,12.73,15.28,
7/11/2016 7:17,73.9,53.23,1019.411,5.895,172.1,12.45,15.38,
7/11/2016 7:32,73.9,56.77,1019.441,6.456,198,12.85,15.5,
7/11/2016 7:47,72.46,73.39,1019.475,6.402,208.8,12.88,15.54,
7/11/2016 8:02,71.76,55.12,1019.529,6.213,180.1,12.09,15.49,
7/11/2016 8:17,71.55,67.47,1019.502,4.869,200.9,12.78,15.55,
7/11/2016 8:32,73.04,71.05,1019.477,4.869,200.9,12.77,15.72,
7/11/2016 8:47,72.32,102.8,1019.384,4.572,173.7,12.75,15.79,
7/11/2016 9:02,70.36,129.3,1019.363,4.623,180.3,12.79,15.79,
7/11/2016 9:17,71.68,202.6,1019.325,5.255,195.5,12.81,15.97,
7/11/2016 9:32,70.35,178.2,1019.231,4.326,169.4,12.74,16.01,
7/11/2016 9:47,68.3,237.4,1019.152,5.194,190.4,12.96,16.22,
7/11/2016 10:02,67.93,238.2,1019.095,5.194,190.4,13.04,16.28,
7/11/2016 10:17,67.23,253,1019.075,5.113,185,13.13,16.42,
7/11/2016 10:32,67.26,247.3,1019.095,3.896,183.5,13.19,16.53,
7/11/2016 10:47,65.78,346.2,1019.061,3.377,211,13.32,16.76,
7/11/2016 11:02,64.49,227.7,1019.032,4.269,162.1,13.27,16.86,
7/11/2016 11:17,65.3,385.9,1018.931,3.073,167.9,13.36,16.97,
7/11/2016 11:32,64.12,483.7,1018.853,3.073,167.9,13.46,17.15,
7/11/2016 11:47,62.42,471.2,1018.776,3.367,169.2,13.54,17.42,
7/11/2016 12:02,60.67,503.9,1018.623,4.408,175.9,12.74,17.61,
7/11/2016 12:17,62.72,983,1018.442,3.105,177.8,13.7,17.95,
7/11/2016 12:32,58.33,993,1018.343,2.66,168.3,13.67,17.86,
7/11/2016 12:47,58.54,749.5,1018.249,2.879,199.5,13.65,18.15,
7/11/2016 13:02,56.79,905,1018.139,3.627,173.7,13.84,18.47,
7/11/2016 13:17,54.99,1202,1018.076,3.627,173.7,13.97,18.66,
7/11/2016 13:32,53.51,469.9,1017.95,2.495,186.5,13.27,18.95,
7/11/2016 13:47,53.12,320.8,1017.88,1.751,156,13.75,18.95,
7/11/2016 14:02,51.43,883,1017.639,3.064,169.6,13.9,19.11,
7/11/2016 14:17,50.7,851,1017.494,1.642,207.9,13.91,19.24,
7/11/2016 14:32,51.71,847,1017.384,1.451,197.6,13.83,19.47,
7/11/2016 14:47,50.94,821,1017.283,1.451,197.6,13.85,19.68,
7/11/2016 15:02,46.98,793.9,1017.098,1.85,154.6,13.83,19.74,
7/11/2016 15:17,48.83,764.5,1016.897,1.209,165.4,13.91,20.02,
7/11/2016 15:32,46.18,639.2,1016.738,1.196,206.6,13.84,19.99,
7/11/2016 15:47,49.08,677.9,1016.54,1.085,199.4,13.87,20.14,
7/11/2016 16:02,48.33,635.7,1016.414,2.223,205.9,12.93,20.19,
7/11/2016 16:17,47.1,573.4,1016.167,2.223,205.9,13.81,20.28,
7/11/2016 16:32,45.41,394.4,1016.085,0.739,202.8,13.71,20.85,
7/11/2016 16:47,47,273.2,1015.937,0.16,222.2,13.78,20.8,
7/11/2016 17:02,46.78,550.2,1015.818,0.265,263.6,13.85,21.26,
7/11/2016 17:17,46.64,391.1,1015.762,1.151,302.7,13.85,20.79,
7/11/2016 17:32,45.86,437.8,1015.652,0.667,274.2,13.23,21.57,
7/11/2016 17:47,45.25,383,1015.521,0.699,211.1,13.86,20.91,
7/11/2016 18:02,48.28,214.9,1015.432,0.699,211.1,13.87,21.2,
7/11/2016 18:17,45.17,329.5,1015.353,0.528,306.5,13.9,21.55,
7/11/2016 18:32,47.98,261.5,1015.224,0.354,260.9,13.86,21.09,
7/11/2016 18:47,52.04,96.2,1015.111,1.643,266,13.63,20.64,
7/11/2016 19:02,52.95,55.54,1015.126,3.172,277.3,13.41,20.47,
7/11/2016 19:17,53.93,27.8,1014.957,2.564,283.1,13.28,20.32,
7/11/2016 19:32,53.31,17.61,1014.974,2.564,283.1,13.17,20.23,
7/11/2016 19:47,59.62,7.43,1014.989,2.904,273.1,13.07,19.29,
7/11/2016 20:02,60.26,2.51,1014.888,4.324,298.7,12.27,19.04,
7/11/2016 20:17,58.83,0.9,1014.907,4.046,310.5,12.84,18.77,
7/11/2016 20:32,62.18,0,1014.99,3.486,324.2,12.87,18.63,
7/11/2016 20:47,63.27,0,1015.079,3.491,327.8,12.77,18.58,
7/11/2016 21:02,63.68,0,1015.052,3.491,327.8,12.79,18.4,
7/11/2016 21:17,64.31,0.01,1015.022,4.435,318.8,12.77,18.19,
7/11/2016 21:32,64.88,0.01,1014.99,4.008,321.2,12.83,18.16,
7/11/2016 21:47,65.05,0.02,1014.896,4.532,324.4,12.92,18.09,
7/11/2016 22:02,64.27,0.01,1014.828,4.373,325.5,12.92,18,
7/11/2016 22:17,62.17,0.03,1014.876,4.497,323.4,12.91,17.88,
7/11/2016 22:32,66.15,0.09,1014.809,3.969,325.6,12.91,17.9,
7/11/2016 22:47,64.74,0.08,1014.857,3.969,325.6,12.9,17.56,
7/11/2016 23:02,66.1,0.03,1014.793,3.696,323.8,12.9,17.31,
7/11/2016 23:17,67.24,0,1014.745,3.709,330.1,12.9,17.08,
7/11/2016 23:32,68.49,0,1014.668,4.469,321.4,12.89,16.97,
7/11/2016 23:47,70.37,0,1014.583,3.827,322.2,12.89,16.74,
7/12/2016 0:02,70.92,0.01,1014.623,4.888,332.8,12.14,16.8,
7/12/2016 0:17,72.54,0,1014.51,4.888,332.8,12.75,16.97,
7/12/2016 0:32,71.41,0,1014.644,3.548,348.3,12.75,16.55,
7/12/2016 0:47,72.99,0,1014.591,2.989,19.36,12.74,16.49,
7/12/2016 1:02,71.56,0,1014.571,2.825,12.11,12.72,16.32,
7/12/2016 1:17,72.63,0,1014.543,2.024,38,12.7,16.24,
7/12/2016 1:32,72.92,0,1014.568,2.251,23.54,12.75,16.11,
7/12/2016 1:47,72.81,0.01,1014.551,2.251,23.54,12.8,16.09,
7/12/2016 2:02,72.92,0.02,1014.57,1.536,23.83,12.8,16.02,
7/12/2016 2:17,72.76,0.01,1014.461,1.399,52.79,12.79,15.97,
7/12/2016 2:32,72.83,0,1014.44,2.002,63.98,12.79,15.9,
7/12/2016 2:47,73.84,0,1014.424,1.87,49.82,12.79,15.8,
7/12/2016 3:02,73.76,0.03,1014.432,2.025,28.81,12.78,15.88,
7/12/2016 3:17,74.07,0,1014.319,2.004,21.22,12.78,15.96,
7/12/2016 3:32,73.41,0,1014.332,2.004,21.22,12.78,15.91,
7/12/2016 3:47,74.76,0.01,1014.287,2.091,36.42,12.78,15.74,
7/12/2016 4:02,75.23,0.03,1014.38,1.941,53.75,12.03,15.85,
7/12/2016 4:17,74.37,0.94,1014.531,1.683,36.82,12.64,15.85,
7/12/2016 4:32,73.68,2.14,1014.622,1.138,41.38,12.61,15.88,
7/12/2016 4:47,72.39,4.45,1014.834,0.766,44.89,12.63,15.92,
7/12/2016 5:02,72.02,17.41,1014.826,0.766,44.89,12.61,15.98,
7/12/2016 5:17,71.31,27.1,1014.96,1.085,33.25,12.62,15.99,
7/12/2016 5:32,72.68,33.59,1015.046,0.639,26.75,12.72,16.13,
7/12/2016 5:47,74.24,33.71,1015.142,1.043,42.08,12.79,16.19,
7/12/2016 6:02,73.24,52.37,1015.228,1.324,53.04,12.83,16.17,
7/12/2016 6:17,72.24,64.02,1015.375,1.779,67.18,12.86,16.16,
7/12/2016 6:32,71.53,100.8,1015.528,1.779,67.18,12.93,16.17,
7/12/2016 6:47,72.05,112.6,1015.534,1.519,29.15,13,16.35,
7/12/2016 7:02,71.06,114.4,1015.689,1.073,17.43,13.04,16.33,
7/12/2016 7:17,70.15,150.7,1015.724,1.125,55.57,13.11,16.39,
7/12/2016 7:32,69.68,187.8,1015.861,0.071,232.2,13.21,16.68,
7/12/2016 7:47,70.26,227.1,1015.939,0.889,254.1,13.31,16.6,
7/12/2016 8:02,69.33,310,1016.01,0.436,15.8,13.42,16.81,
7/12/2016 8:17,69.04,299.5,1016,0.436,15.8,13.48,17.2,
7/12/2016 8:32,69.08,328.8,1015.985,0.541,66.31,13.5,17.25,
7/12/2016 8:47,68.95,345.4,1016.195,0.392,56.54,13.52,17.06,
7/12/2016 9:02,68.44,513.1,1016.262,0.721,236.6,13.61,17.16,
7/12/2016 9:17,66.38,597.8,1016.292,0.789,247.9,13.64,17.75,
7/12/2016 9:32,66.7,540.2,1016.419,0.233,178.5,13.65,18.05,
7/12/2016 9:47,65.78,587,1016.419,0.233,178.5,13.78,18.41,
7/12/2016 10:02,61.53,836,1016.492,0.204,341.9,13.85,19.01,
7/12/2016 10:17,62.66,961,1016.513,0.349,333.1,13.94,18.99,
7/12/2016 10:32,64.64,842,1016.559,0.026,296.6,13.77,19.39,
7/12/2016 10:47,64.59,251.6,1016.618,1.315,211.5,13.63,18.91,
7/12/2016 11:02,62.3,605.1,1016.647,0.727,37.73,13.92,19.18,
7/12/2016 11:17,61.05,289.7,1016.629,0.727,37.73,13.76,19.37,
7/12/2016 11:32,59.64,270.8,1016.755,1.017,264.7,13.7,19.34,
